words_typed,intelligibility_rating,audio,condition,cutoff,content,trial_index,fullcond,suj_id,scores,TSRatios,cond_names,colors
I hope I'm not being ,3,6_41.wav,Anchor_fullyIntelligible,0,I hope I'm not beeing reductive,67,Anchor_fullyIntelligible_0,5,12.903225806451612,78,Full,coral
#,1,filter_14_Inf_frm01_s13.wav,Temporal,14,Call an ambulance for medical assistance,70,Temporal_14,5,0.0,0,T 14,royalblue
#,1,filter_Inf_0.8_frm01_s32.wav,Spectral,0.8,Is a relaxed home atmosphere enough to help her outgrow these traits,73,Spectral_0.8,5,0.0,0,S 0.8,forestgreen
kidnappers,2,filter_14_Inf_frm01_s23.wav,Temporal,14,Special task forces rescue hostages from kidnappers,76,Temporal_14,5,1.9607843137254901,33,T 14,royalblue
24 hours,2,filter_14_Inf_frm01_s19.wav,Temporal,14,Cory and Trish played tag with beach balls for hours,79,Temporal_14,5,1.9230769230769231,20,T 14,royalblue
#,1,filter_Inf_1_frm01_s25.wav,Spectral,1,Military personnel are expected to obey government orders,82,Spectral_1,5,0.0,0,S 1,darkgreen
#,1,filter_4_Inf_2_38.wav,Anchor_Temporal_unIntelligible,4,The same will happen in other countries,85,Anchor_Temporal_unIntelligible_4,5,0.0,0,T 4,lightsteelblue
tooth fell out,2,filter_14_Inf_frm01_s21.wav,Temporal,14,The tooth fairy forgot to come when Roger's tooth fell out,88,Temporal_14,5,5.172413793103448,39,T 14,royalblue
#,1,filter_14_Inf_frm01_s06.wav,Temporal,14,Charlie did you think to measure the tree,91,Temporal_14,5,0.0,0,T 14,royalblue
#,1,filter_12_Inf_frm01_s18.wav,Temporal,12,Kindergarten children decorate their classrooms for all holidays,94,Temporal_12,5,0.0,0,T 12,cornflowerblue
#,1,filter_14_Inf_frm01_s14.wav,Temporal,14,We saw eight tiny icicles below our roof,97,Temporal_14,5,0.0,0,T 14,royalblue
#,1,filter_Inf_0.4_2_22.wav,Anchor_Spectral_unIntelligible,0.4,It seems like we would be wiser to act while the window is open,100,Anchor_Spectral_unIntelligible_0.4,5,0.0,0,S 0.4,limegreen
two days,2,filter_12_Inf_frm01_s05.wav,Temporal,12,It's been about two years since Davey kept shotguns,103,Temporal_12,5,1.9607843137254901,27,T 12,cornflowerblue
I don't know what to think of this fearsome woman. ,6,6_17.wav,Anchor_fullyIntelligible,0,I didn't know what to think of this fearsome woman,106,Anchor_fullyIntelligible_0,5,16.0,97,Full,coral
This is the right thing to do. ,7,1_73.wav,Anchor_fullyIntelligible,0,This is the right thing to do,109,Anchor_fullyIntelligible_0,5,20.689655172413794,100,Full,coral
They played anywhere they could draw a crowd. ,7,1_34.wav,Anchor_fullyIntelligible,0,They played anywhere they could draw a crowd,112,Anchor_fullyIntelligible_0,5,13.636363636363635,100,Full,coral
#,1,filter_Inf_1_frm01_s30.wav,Spectral,1,How much will it cost to do any necessary modernizing and redecorating,115,Spectral_1,5,0.0,0,S 1,darkgreen
#,1,filter_Inf_0.8_frm01_s10.wav,Spectral,0.8,She had your dark suit in greasy wash water all year,118,Spectral_0.8,5,0.0,0,S 0.8,forestgreen
#,1,filter_Inf_1_frm01_s01.wav,Spectral,1,If it doesn't matter who wins why do we keep score,121,Spectral_1,5,0.0,0,S 1,darkgreen
system,2,filter_Inf_1_frm01_s15.wav,Spectral,1,Each untimely income loss coincided with the breakdown of a heating system part,124,Spectral_1,5,1.2658227848101267,14,S 1,darkgreen
#,1,filter_Inf_1_frm01_s20.wav,Spectral,1,The frightened child was gently subdued by his big brother,127,Spectral_1,5,0.0,0,S 1,darkgreen
#,1,filter_Inf_0.8_frm01_s09.wav,Spectral,0.8,Here I was in Miami and Illinois,130,Spectral_0.8,5,0.0,0,S 0.8,forestgreen
"Everyone's an influencer, she says. ",7,1_74.wav,Anchor_fullyIntelligible,0,Everyone's an influencer shes says,133,Anchor_fullyIntelligible_0,5,5.88235294117647,99,Full,coral
the subject ,2,filter_12_Inf_frm01_s33.wav,Temporal,12,The same shelter could be built into an embankment or below ground level,136,Temporal_12,5,1.3888888888888888,19,T 12,cornflowerblue
#,1,filter_12_Inf_frm01_s24.wav,Temporal,12,If Carol comes tomorrow have her arrange for a meeting at two,139,Temporal_12,5,0.0,0,T 12,cornflowerblue
#,1,filter_Inf_0.8_frm01_s04.wav,Spectral,0.8,A fifth wheel caught speeding,142,Spectral_0.8,5,0.0,0,S 0.8,forestgreen
#,1,filter_4_Inf_1_2.wav,Anchor_Temporal_unIntelligible,4,she has no recollection ofthis phone call,145,Anchor_Temporal_unIntelligible_4,5,0.0,0,T 4,lightsteelblue
This is the right thing to do.,6,1_73.wav,Anchor_fullyIntelligible,0,This is the right thing to do,4,Anchor_fullyIntelligible_0,6,20.689655172413794,100,Full,coral
Something #,1,filter_14_Inf_frm01_s02.wav,Temporal,14,Stop each car if it's little,7,Temporal_14,6,0.0,16,T 14,royalblue
#,1,filter_4_Inf_2_53.wav,Anchor_Temporal_unIntelligible,4,I may need to do something like that,10,Anchor_Temporal_unIntelligible_4,6,0.0,0,T 4,lightsteelblue
# programmes,2,filter_12_Inf_frm01_s05.wav,Temporal,12,It's been about two years since Davey kept shotguns,13,Temporal_12,6,0.0,16,T 12,cornflowerblue
# built into # ground level,2,filter_12_Inf_frm01_s33.wav,Temporal,12,The same shelter could be built into an embankment or below ground level,16,Temporal_12,6,5.555555555555555,48,T 12,cornflowerblue
#,1,filter_Inf_0.8_frm01_s18.wav,Spectral,0.8,Kindergarten children decorate their classrooms for all holidays,19,Spectral_0.8,6,0.0,0,S 0.8,forestgreen
# make a quick escape,2,filter_14_Inf_frm01_s07.wav,Temporal,14,Tina got cued to make a quicker escape,22,Temporal_14,6,7.894736842105263,67,T 14,royalblue
#,1,filter_Inf_1_frm01_s26.wav,Spectral,1,Laugh dance and sing if fortune smiles upon you,25,Spectral_1,6,0.0,0,S 1,darkgreen
#,1,filter_Inf_0.8_frm01_s09.wav,Spectral,0.8,Here I was in Miami and Illinois,28,Spectral_0.8,6,0.0,0,S 0.8,forestgreen
# small egg,1,filter_12_Inf_frm01_s27.wav,Temporal,12,The fish began to leap frantically on the surface of the small lake,31,Temporal_12,6,1.4925373134328357,21,T 12,cornflowerblue
# all year,1,filter_12_Inf_frm01_s10.wav,Temporal,12,She had your dark suit in greasy wash water all year,34,Temporal_12,6,3.8461538461538463,27,T 12,cornflowerblue
If love is something you cherish,6,6_23.wav,Anchor_fullyIntelligible,0,If love is something you cherish,37,Anchor_fullyIntelligible_0,6,18.75,100,Full,coral
and that was not right,5,2_54.wav,Anchor_fullyIntelligible,0,And that was not right,40,Anchor_fullyIntelligible_0,6,22.727272727272727,100,Full,coral
#,1,filter_12_Inf_frm01_s16.wav,Temporal,12,Jeff thought you argued in favor of a centrifuge purchase,43,Temporal_12,6,0.0,0,T 12,cornflowerblue
#,1,filter_Inf_0.8_frm01_s06.wav,Spectral,0.8,Charlie did you think to measure the tree,46,Spectral_0.8,6,0.0,0,S 0.8,forestgreen
#,1,filter_Inf_1_frm01_s32.wav,Spectral,1,Is a relaxed home atmosphere enough to help her outgrow these traits,49,Spectral_1,6,0.0,0,S 1,darkgreen
# judges,1,filter_14_Inf_frm01_s08.wav,Temporal,14,Joe books very few judges,52,Temporal_14,6,4.0,39,T 14,royalblue
# fell out,1,filter_Inf_1_frm01_s21.wav,Spectral,1,The tooth fairy forgot to come when Roger's tooth fell out,55,Spectral_1,6,3.4482758620689653,24,S 1,darkgreen
#,1,filter_4_Inf_1_74.wav,Anchor_Temporal_unIntelligible,4,Everyone's an influencer shes says,58,Anchor_Temporal_unIntelligible_4,6,0.0,0,T 4,lightsteelblue
#,1,filter_Inf_0.4_1_34.wav,Anchor_Spectral_unIntelligible,0.4,They played anywhere they could draw a crowd,61,Anchor_Spectral_unIntelligible_0.4,6,0.0,0,S 0.4,limegreen
# for hours,1,filter_14_Inf_frm01_s19.wav,Temporal,14,Cory and Trish played tag with beach balls for hours,64,Temporal_14,6,3.8461538461538463,30,T 14,royalblue
I didn't know what to think of this fearsome woman,6,6_17.wav,Anchor_fullyIntelligible,0,I didn't know what to think of this fearsome woman,67,Anchor_fullyIntelligible_0,6,20.0,100,Full,coral
#,1,filter_Inf_0.4_6_41.wav,Anchor_Spectral_unIntelligible,0.4,I hope I'm not beeing reductive,70,Anchor_Spectral_unIntelligible_0.4,6,0.0,0,S 0.4,limegreen
# government orders,2,filter_Inf_1_frm01_s25.wav,Spectral,1,Military personnel are expected to obey government orders,73,Spectral_1,6,3.508771929824561,46,S 1,darkgreen
# conservative # system,2,filter_Inf_0.8_frm01_s15.wav,Spectral,0.8,Each untimely income loss coincided with the breakdown of a heating system part,76,Spectral_0.8,6,1.2658227848101267,31,S 0.8,forestgreen
#,1,filter_Inf_0.8_frm01_s04.wav,Spectral,0.8,A fifth wheel caught speeding,79,Spectral_0.8,6,0.0,0,S 0.8,forestgreen
the answer is in technology,3,filter_Inf_0.4_2_21.wav,Anchor_Spectral_unIntelligible,0.4,The answer is in technology,82,Anchor_Spectral_unIntelligible_0.4,6,18.51851851851852,100,S 0.4,limegreen
they married in 1965,6,1_54.wav,Anchor_fullyIntelligible,0,They married in 1965,85,Anchor_fullyIntelligible_0,6,20.0,100,Full,coral
# coming in # under pressure #,2,filter_Inf_1_frm01_s29.wav,Spectral,1,Brush fires are common in the dry underbrush of Nevada,88,Spectral_1,6,1.8518518518518516,41,S 1,darkgreen
#,1,filter_14_Inf_frm01_s01.wav,Temporal,14,If it doesn't matter who wins why do we keep score,91,Temporal_14,6,0.0,0,T 14,royalblue
# emphasise the need for affirmative action,3,filter_Inf_1_frm01_s17.wav,Spectral,1,The sermon emphasized the need for afirmative action,94,Spectral_1,6,7.6923076923076925,84,S 1,darkgreen
# level #,2,filter_14_Inf_frm01_s12.wav,Temporal,14,A boring novel is a superb sleeping pill,97,Temporal_14,6,0.0,13,T 14,royalblue
# tiny articles # roof,2,filter_Inf_0.8_frm01_s14.wav,Spectral,0.8,We saw eight tiny icicles below our roof,100,Spectral_0.8,6,5.0,55,S 0.8,forestgreen
these # would like to have #,2,filter_14_Inf_frm01_s28.wav,Temporal,14,The easygoing zoologist relaxed throughout the voyage,103,Temporal_14,6,0.0,39,T 14,royalblue
# have arranged for a meeting at 2,3,filter_Inf_0.8_frm01_s24.wav,Spectral,0.8,If Carol comes tomorrow have her arrange for a meeting at two,106,Spectral_0.8,6,8.19672131147541,62,S 0.8,forestgreen
# country #,1,filter_Inf_0.4_1_2.wav,Anchor_Spectral_unIntelligible,0.4,she has no recollection ofthis phone call,109,Anchor_Spectral_unIntelligible_0.4,6,0.0,17,S 0.4,limegreen
They exchanged gifts,6,1_65.wav,Anchor_fullyIntelligible,0,They exchanged gifts,112,Anchor_fullyIntelligible_0,6,15.0,100,Full,coral
#,1,filter_Inf_1_frm01_s03.wav,Spectral,1,Play in the street up ahead,115,Spectral_1,6,0.0,0,S 1,darkgreen
# get me some # Big Brother,2,filter_12_Inf_frm01_s20.wav,Temporal,12,The frightened child was gently subdued by his big brother,118,Temporal_12,6,3.4482758620689653,47,T 12,cornflowerblue
# work # supervision # noteworthy,2,filter_Inf_1_frm01_s22.wav,Spectral,1,Alice's ability to work without supervision is noteworthy,121,Spectral_1,6,5.263157894736842,64,S 1,darkgreen
individual #,1,filter_14_Inf_frm01_s23.wav,Temporal,14,Special task forces rescue hostages from kidnappers,124,Temporal_14,6,0.0,16,T 14,royalblue
It was quite a bit better. I liked it.,6,2_46.wav,Anchor_fullyIntelligible,0,It was quite a bit better I liked it,127,Anchor_fullyIntelligible_0,6,19.444444444444446,100,Full,coral
We were a team and we helped each other.,6,1_37.wav,Anchor_fullyIntelligible,0,We were a team and we helped each other,130,Anchor_fullyIntelligible_0,6,17.94871794871795,100,Full,coral
#,1,filter_4_Inf_6_22.wav,Anchor_Temporal_unIntelligible,4,Another bites the dust,133,Anchor_Temporal_unIntelligible_4,6,0.0,0,T 4,lightsteelblue
# and redecorating,1,filter_12_Inf_frm01_s30.wav,Temporal,12,How much will it cost to do any necessary modernizing and redecorating,136,Temporal_12,6,2.857142857142857,37,T 12,cornflowerblue
we should just naturally stop # bad attitude #,2,filter_Inf_0.8_frm01_s31.wav,Spectral,0.8,Was she just naturally sloppy about everything but her physical appearance,139,Spectral_0.8,6,2.7027027027027026,50,S 0.8,forestgreen
Don't ask me what's # like that,2,filter_12_Inf_frm01_s11.wav,Temporal,12,Don't ask me to carry an oily rag like that,142,Temporal_12,6,11.627906976744185,69,T 12,cornflowerblue
#,1,filter_4_Inf_1_1.wav,Anchor_Temporal_unIntelligible,4,"she called her brother, Randy",145,Anchor_Temporal_unIntelligible_4,6,0.0,0,T 4,lightsteelblue
#,1,filter_14_Inf_frm01_s17.wav,Temporal,14,The sermon emphasized the need for afirmative action,4,Temporal_14,7,0.0,0,T 14,royalblue
#,1,filter_Inf_1_frm01_s07.wav,Spectral,1,Tina got cued to make a quicker escape,7,Spectral_1,7,0.0,0,S 1,darkgreen
#,1,filter_4_Inf_6_41.wav,Anchor_Temporal_unIntelligible,4,I hope I'm not beeing reductive,10,Anchor_Temporal_unIntelligible_4,7,0.0,0,T 4,lightsteelblue
#,1,filter_Inf_1_frm01_s24.wav,Spectral,1,If Carol comes tomorrow have her arrange for a meeting at two,13,Spectral_1,7,0.0,0,S 1,darkgreen
#,1,filter_12_Inf_frm01_s26.wav,Temporal,12,Laugh dance and sing if fortune smiles upon you,16,Temporal_12,7,0.0,0,T 12,cornflowerblue
#,1,filter_4_Inf_1_1.wav,Anchor_Temporal_unIntelligible,4,"she called her brother, Randy",19,Anchor_Temporal_unIntelligible_4,7,0.0,0,T 4,lightsteelblue
well,1,filter_12_Inf_frm01_s14.wav,Temporal,12,We saw eight tiny icicles below our roof,22,Temporal_12,7,0.0,14,T 12,cornflowerblue
big brother,2,filter_14_Inf_frm01_s20.wav,Temporal,14,The frightened child was gently subdued by his big brother,25,Temporal_14,7,3.4482758620689653,32,T 14,royalblue
#,1,filter_Inf_1_frm01_s18.wav,Spectral,1,Kindergarten children decorate their classrooms for all holidays,28,Spectral_1,7,0.0,0,S 1,darkgreen
#,1,filter_12_Inf_frm01_s23.wav,Temporal,12,Special task forces rescue hostages from kidnappers,31,Temporal_12,7,0.0,0,T 12,cornflowerblue
#,1,filter_Inf_1_frm01_s04.wav,Spectral,1,A fifth wheel caught speeding,34,Spectral_1,7,0.0,0,S 1,darkgreen
#,1,filter_Inf_0.4_1_11.wav,Anchor_Spectral_unIntelligible,0.4,She has always loved history,37,Anchor_Spectral_unIntelligible_0.4,7,0.0,0,S 0.4,limegreen
for hours,1,filter_12_Inf_frm01_s19.wav,Temporal,12,Cory and Trish played tag with beach balls for hours,40,Temporal_12,7,3.8461538461538463,30,T 12,cornflowerblue
They decided to do it anyway,6,1_33.wav,Anchor_fullyIntelligible,0,They decided to do it anyway,43,Anchor_fullyIntelligible_0,7,21.428571428571427,100,Full,coral
#,1,filter_Inf_0.8_frm01_s33.wav,Spectral,0.8,The same shelter could be built into an embankment or below ground level,46,Spectral_0.8,7,0.0,0,S 0.8,forestgreen
#,1,filter_14_Inf_frm01_s03.wav,Temporal,14,Play in the street up ahead,49,Temporal_14,7,0.0,0,T 14,royalblue
two years ,1,filter_Inf_1_frm01_s05.wav,Spectral,1,It's been about two years since Davey kept shotguns,52,Spectral_1,7,3.9215686274509802,30,S 1,darkgreen
They exchanged gifts,7,1_65.wav,Anchor_fullyIntelligible,0,They exchanged gifts,55,Anchor_fullyIntelligible_0,7,15.0,100,Full,coral
I may need to do something like that,7,2_53.wav,Anchor_fullyIntelligible,0,I may need to do something like that,58,Anchor_fullyIntelligible_0,7,22.22222222222222,100,Full,coral
#,1,filter_Inf_0.8_frm01_s12.wav,Spectral,0.8,A boring novel is a superb sleeping pill,61,Spectral_0.8,7,0.0,0,S 0.8,forestgreen
#,1,filter_Inf_0.4_6_23.wav,Anchor_Spectral_unIntelligible,0.4,If love is something you cherish,64,Anchor_Spectral_unIntelligible_0.4,7,0.0,0,S 0.4,limegreen
work without supervision is not worthy,4,filter_14_Inf_frm01_s22.wav,Temporal,14,Alice's ability to work without supervision is noteworthy,67,Temporal_14,7,7.017543859649122,65,T 14,royalblue
#,1,filter_12_Inf_frm01_s27.wav,Temporal,12,The fish began to leap frantically on the surface of the small lake,70,Temporal_12,7,0.0,0,T 12,cornflowerblue
They played anywhere they could draw a crowd,7,1_34.wav,Anchor_fullyIntelligible,0,They played anywhere they could draw a crowd,73,Anchor_fullyIntelligible_0,7,15.909090909090908,100,Full,coral
#,1,filter_Inf_0.8_frm01_s32.wav,Spectral,0.8,Is a relaxed home atmosphere enough to help her outgrow these traits,76,Spectral_0.8,7,0.0,0,S 0.8,forestgreen
#,1,filter_12_Inf_frm01_s25.wav,Temporal,12,Military personnel are expected to obey government orders,79,Temporal_12,7,0.0,0,T 12,cornflowerblue
consistent,1,filter_Inf_0.8_frm01_s15.wav,Spectral,0.8,Each untimely income loss coincided with the breakdown of a heating system part,82,Spectral_0.8,7,0.0,20,S 0.8,forestgreen
#,1,filter_Inf_1_frm01_s11.wav,Spectral,1,Don't ask me to carry an oily rag like that,85,Spectral_1,7,0.0,0,S 1,darkgreen
how much would cosy you,2,filter_14_Inf_frm01_s30.wav,Temporal,14,How much will it cost to do any necessary modernizing and redecorating,88,Temporal_14,7,2.857142857142857,34,T 14,royalblue
#,1,filter_4_Inf_2_38.wav,Anchor_Temporal_unIntelligible,4,The same will happen in other countries,91,Anchor_Temporal_unIntelligible_4,7,0.0,0,T 4,lightsteelblue
The answer is in technology,7,2_21.wav,Anchor_fullyIntelligible,0,The answer is in technology,94,Anchor_fullyIntelligible_0,7,18.51851851851852,100,Full,coral
#,1,filter_12_Inf_frm01_s06.wav,Temporal,12,Charlie did you think to measure the tree,97,Temporal_12,7,0.0,0,T 12,cornflowerblue
forgot,1,filter_Inf_0.8_frm01_s21.wav,Spectral,0.8,The tooth fairy forgot to come when Roger's tooth fell out,100,Spectral_0.8,7,1.7241379310344827,19,S 0.8,forestgreen
#,1,filter_4_Inf_6_22.wav,Anchor_Temporal_unIntelligible,4,Another bites the dust,103,Anchor_Temporal_unIntelligible_4,7,0.0,0,T 4,lightsteelblue
married in 1965,3,filter_Inf_0.4_1_54.wav,Anchor_Spectral_unIntelligible,0.4,They married in 1965,106,Anchor_Spectral_unIntelligible_0.4,7,15.0,86,S 0.4,limegreen
judges,2,filter_14_Inf_frm01_s08.wav,Temporal,14,Joe books very few judges,109,Temporal_14,7,4.0,39,T 14,royalblue
she has no recollection of this phone call,7,1_2.wav,Anchor_fullyIntelligible,0,she has no recollection ofthis phone call,112,Anchor_fullyIntelligible_0,7,14.634146341463413,89,Full,coral
#,1,filter_Inf_1_frm01_s28.wav,Spectral,1,The easygoing zoologist relaxed throughout the voyage,115,Spectral_1,7,0.0,0,S 1,darkgreen
#,1,filter_14_Inf_frm01_s09.wav,Temporal,14,Here I was in Miami and Illinois,118,Temporal_14,7,0.0,0,T 14,royalblue
counting on it but it could happen,4,filter_Inf_0.4_2_33.wav,Anchor_Spectral_unIntelligible,0.4,I wouldn't say I'm counting on it but it could happen,121,Anchor_Spectral_unIntelligible_0.4,7,11.320754716981133,78,S 0.4,limegreen
#,1,filter_12_Inf_frm01_s16.wav,Temporal,12,Jeff thought you argued in favor of a centrifuge purchase,124,Temporal_12,7,0.0,0,T 12,cornflowerblue
all year,1,filter_Inf_1_frm01_s10.wav,Spectral,1,She had your dark suit in greasy wash water all year,127,Spectral_1,7,3.8461538461538463,27,S 1,darkgreen
this is the right thing to do,7,1_73.wav,Anchor_fullyIntelligible,0,This is the right thing to do,130,Anchor_fullyIntelligible_0,7,24.137931034482758,100,Full,coral
naturally,1,filter_Inf_0.8_frm01_s31.wav,Spectral,0.8,Was she just naturally sloppy about everything but her physical appearance,133,Spectral_0.8,7,1.3513513513513513,22,S 0.8,forestgreen
#,1,filter_Inf_0.8_frm01_s01.wav,Spectral,0.8,If it doesn't matter who wins why do we keep score,136,Spectral_0.8,7,0.0,0,S 0.8,forestgreen
#,1,filter_14_Inf_frm01_s02.wav,Temporal,14,Stop each car if it's little,139,Temporal_14,7,0.0,0,T 14,royalblue
it was quite a bit better i liked it,7,2_46.wav,Anchor_fullyIntelligible,0,It was quite a bit better I liked it,142,Anchor_fullyIntelligible_0,7,22.22222222222222,100,Full,coral
medical assistance,2,filter_Inf_0.8_frm01_s13.wav,Spectral,0.8,Call an ambulance for medical assistance,145,Spectral_0.8,7,5.0,62,S 0.8,forestgreen
#,1,filter_Inf_0.4_6_23.wav,Anchor_Spectral_unIntelligible,0.4,If love is something you cherish,4,Anchor_Spectral_unIntelligible_0.4,8,0.0,0,S 0.4,limegreen
any,2,filter_Inf_0.8_frm01_s30.wav,Spectral,0.8,How much will it cost to do any necessary modernizing and redecorating,7,Spectral_0.8,8,1.4285714285714286,8,S 0.8,forestgreen
#,1,filter_Inf_1_frm01_s12.wav,Spectral,1,A boring novel is a superb sleeping pill,10,Spectral_1,8,0.0,0,S 1,darkgreen
specials tasks,2,filter_Inf_1_frm01_s23.wav,Spectral,1,Special task forces rescue hostages from kidnappers,13,Spectral_1,8,0.0,37,S 1,darkgreen
the answer is in technology,7,2_21.wav,Anchor_fullyIntelligible,0,The answer is in technology,16,Anchor_fullyIntelligible_0,8,18.51851851851852,100,Full,coral
system part,2,filter_12_Inf_frm01_s15.wav,Temporal,12,Each untimely income loss coincided with the breakdown of a heating system part,19,Temporal_12,8,2.5316455696202533,24,T 12,cornflowerblue
it seems like we'd be wise to act while the window was open,6,2_22.wav,Anchor_fullyIntelligible,0,It seems like we would be wiser to act while the window is open,22,Anchor_fullyIntelligible_0,8,15.873015873015872,89,Full,coral
#,1,filter_12_Inf_frm01_s01.wav,Temporal,12,If it doesn't matter who wins why do we keep score,25,Temporal_12,8,0.0,0,T 12,cornflowerblue
children holidays,2,filter_14_Inf_frm01_s18.wav,Temporal,14,Kindergarten children decorate their classrooms for all holidays,28,Temporal_14,8,3.125,42,T 14,royalblue
#,1,filter_Inf_1_frm01_s20.wav,Spectral,1,The frightened child was gently subdued by his big brother,31,Spectral_1,8,0.0,0,S 1,darkgreen
everyones an influencer she says,3,filter_Inf_0.4_1_74.wav,Anchor_Spectral_unIntelligible,0.4,Everyone's an influencer shes says,34,Anchor_Spectral_unIntelligible_0.4,8,8.823529411764707,94,S 0.4,limegreen
medical assistance,2,filter_Inf_1_frm01_s13.wav,Spectral,1,Call an ambulance for medical assistance,37,Spectral_1,8,5.0,62,S 1,darkgreen
well she doesn't actually,2,filter_Inf_0.8_frm01_s31.wav,Spectral,0.8,Was she just naturally sloppy about everything but her physical appearance,40,Spectral_0.8,8,1.3513513513513513,34,S 0.8,forestgreen
they exchanged gifts,7,1_65.wav,Anchor_fullyIntelligible,0,They exchanged gifts,43,Anchor_fullyIntelligible_0,8,15.0,100,Full,coral
#,1,filter_Inf_1_frm01_s06.wav,Spectral,1,Charlie did you think to measure the tree,46,Spectral_1,8,0.0,0,S 1,darkgreen
#,1,filter_12_Inf_frm01_s04.wav,Temporal,12,A fifth wheel caught speeding,49,Temporal_12,8,0.0,0,T 12,cornflowerblue
#,1,filter_Inf_0.8_frm01_s02.wav,Spectral,0.8,Stop each car if it's little,52,Spectral_0.8,8,0.0,0,S 0.8,forestgreen
funny,1,filter_12_Inf_frm01_s26.wav,Temporal,12,Laugh dance and sing if fortune smiles upon you,55,Temporal_12,8,0.0,19,T 12,cornflowerblue
satisfaction,2,filter_Inf_0.8_frm01_s17.wav,Spectral,0.8,The sermon emphasized the need for afirmative action,58,Spectral_0.8,8,0.0,28,S 0.8,forestgreen
#,1,filter_4_Inf_1_2.wav,Anchor_Temporal_unIntelligible,4,she has no recollection ofthis phone call,61,Anchor_Temporal_unIntelligible_4,8,0.0,0,T 4,lightsteelblue
awesome fit,2,filter_Inf_0.4_2_6.wav,Anchor_Spectral_unIntelligible,0.4,That's the ultimate awesome thing,64,Anchor_Spectral_unIntelligible_0.4,8,3.0303030303030303,45,S 0.4,limegreen
drew a crowd,2,filter_Inf_0.4_1_34.wav,Anchor_Spectral_unIntelligible,0.4,They played anywhere they could draw a crowd,67,Anchor_Spectral_unIntelligible_0.4,8,4.545454545454546,39,S 0.4,limegreen
there was,3,filter_14_Inf_frm01_s09.wav,Temporal,14,Here I was in Miami and Illinois,70,Temporal_14,8,3.125,39,T 14,royalblue
without supervision,2,filter_Inf_0.8_frm01_s22.wav,Spectral,0.8,Alice's ability to work without supervision is noteworthy,73,Spectral_0.8,8,3.508771929824561,50,S 0.8,forestgreen
#,1,filter_4_Inf_1_10.wav,Anchor_Temporal_unIntelligible,4,The film brings out all the tensions and colors of the time,76,Anchor_Temporal_unIntelligible_4,8,0.0,0,T 4,lightsteelblue
#,1,filter_Inf_1_frm01_s32.wav,Spectral,1,Is a relaxed home atmosphere enough to help her outgrow these traits,79,Spectral_1,8,0.0,0,S 1,darkgreen
#,1,filter_Inf_0.8_frm01_s29.wav,Spectral,0.8,Brush fires are common in the dry underbrush of Nevada,82,Spectral_0.8,8,0.0,0,S 0.8,forestgreen
it was quite a bit better i liked it,6,2_46.wav,Anchor_fullyIntelligible,0,It was quite a bit better I liked it,85,Anchor_fullyIntelligible_0,8,22.22222222222222,100,Full,coral
purchase,2,filter_12_Inf_frm01_s16.wav,Temporal,12,Jeff thought you argued in favor of a centrifuge purchase,88,Temporal_12,8,1.7543859649122806,25,T 12,cornflowerblue
#,1,filter_12_Inf_frm01_s28.wav,Temporal,12,The easygoing zoologist relaxed throughout the voyage,91,Temporal_12,8,0.0,0,T 12,cornflowerblue
different orders,2,filter_14_Inf_frm01_s25.wav,Temporal,14,Military personnel are expected to obey government orders,94,Temporal_14,8,1.7543859649122806,36,T 14,royalblue
i ended up being productive,4,6_41.wav,Anchor_fullyIntelligible,0,I hope I'm not beeing reductive,97,Anchor_fullyIntelligible_0,8,3.225806451612903,62,Full,coral
i do like parties though,5,2_45.wav,Anchor_fullyIntelligible,0,I do like parties though,100,Anchor_fullyIntelligible_0,8,20.833333333333336,100,Full,coral
people,2,filter_Inf_0.8_frm01_s19.wav,Spectral,0.8,Cory and Trish played tag with beach balls for hours,103,Spectral_0.8,8,0.0,17,S 0.8,forestgreen
#,1,filter_14_Inf_frm01_s11.wav,Temporal,14,Don't ask me to carry an oily rag like that,106,Temporal_14,8,0.0,0,T 14,royalblue
#,1,filter_14_Inf_frm01_s27.wav,Temporal,14,The fish began to leap frantically on the surface of the small lake,109,Temporal_14,8,0.0,0,T 14,royalblue
ahead,2,filter_12_Inf_frm01_s03.wav,Temporal,12,Play in the street up ahead,112,Temporal_12,8,3.7037037037037033,31,T 12,cornflowerblue
#,1,filter_Inf_1_frm01_s10.wav,Spectral,1,She had your dark suit in greasy wash water all year,115,Spectral_1,8,0.0,0,S 1,darkgreen
articles,2,filter_Inf_0.8_frm01_s14.wav,Spectral,0.8,We saw eight tiny icicles below our roof,118,Spectral_0.8,8,0.0,25,S 0.8,forestgreen
#,1,filter_4_Inf_2_33.wav,Anchor_Temporal_unIntelligible,4,I wouldn't say I'm counting on it but it could happen,121,Anchor_Temporal_unIntelligible_4,8,0.0,0,T 4,lightsteelblue
judges,2,filter_Inf_1_frm01_s08.wav,Spectral,1,Joe books very few judges,124,Spectral_1,8,4.0,39,S 1,darkgreen
we were a team and we helped each other,6,1_37.wav,Anchor_fullyIntelligible,0,We were a team and we helped each other,127,Anchor_fullyIntelligible_0,8,20.51282051282051,100,Full,coral
too,2,filter_14_Inf_frm01_s24.wav,Temporal,14,If Carol comes tomorrow have her arrange for a meeting at two,130,Temporal_14,8,0.0,9,T 14,royalblue
